Id,LotFrontage,LotArea,BldgType,OverallQual,YearBuilt,YearRemodAdd,Foundation,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,MiscFeature,MoSold,YrSold,SalePrice
1121,59,8263,1Fam,6,1920,1950,BrkTil,1012,GasA,TA,Y,1012,0,1012,1,0,2,1,TA,6,1,Gd,1920,1,308,TA,NA,5,2007,118400
1122,84,10084,1Fam,7,2005,2006,PConc,1552,GasA,Ex,Y,1552,0,1552,2,0,3,1,Gd,7,0,NA,2005,3,782,TA,NA,7,2006,212900
1123,NA,8926,1Fam,4,1956,1956,CBlock,672,GasA,Ex,Y,960,0,960,1,0,3,1,TA,5,0,NA,1956,1,288,TA,NA,10,2009,112000
1124,50,9405,1Fam,5,1947,2008,CBlock,698,GasA,Ex,Y,698,0,698,1,0,2,1,TA,4,0,NA,NA,0,0,NA,NA,6,2009,118000
1125,NA,9125,1Fam,7,1992,1992,PConc,384,GasA,Gd,Y,812,670,1482,2,1,3,1,Gd,7,1,TA,1992,2,392,TA,NA,7,2007,163900
1126,60,10434,1Fam,4,1955,1955,CBlock,1005,GasA,TA,Y,1005,0,1005,1,0,2,1,Fa,5,1,TA,1977,2,672,Fa,NA,11,2009,115000
1127,53,3684,TwnhsE,7,2007,2007,PConc,1373,GasA,Ex,Y,1555,0,1555,2,0,2,1,Gd,7,1,TA,2007,3,660,TA,NA,6,2009,174000
1128,182,14572,1Fam,7,2004,2004,PConc,1530,GasA,Ex,Y,1530,0,1530,2,0,3,1,Gd,7,1,Gd,2004,3,630,TA,NA,11,2007,259000
1129,59,11796,1Fam,7,2004,2005,PConc,847,GasA,Ex,Y,847,1112,1959,2,1,4,1,Gd,8,1,Gd,2004,2,434,TA,NA,7,2007,215000
1130,60,7200,Duplex,5,1980,1980,CBlock,936,GasA,TA,Y,936,0,936,1,0,2,1,TA,4,0,NA,1980,2,672,TA,NA,8,2007,140000
1131,65,7804,1Fam,4,1928,1950,BrkTil,1122,GasA,TA,Y,1328,653,1981,2,0,4,1,Gd,7,2,TA,1981,2,576,TA,NA,12,2009,135000
1132,63,10712,1Fam,5,1991,1992,PConc,974,GasA,TA,Y,974,0,974,1,0,3,1,TA,5,0,NA,NA,0,0,NA,NA,9,2007,93500
1133,90,9900,1Fam,6,1880,1950,BrkTil,1008,GasW,TA,Y,1178,1032,2210,2,0,5,1,Fa,8,0,NA,1930,1,205,Fa,NA,5,2007,117500
1134,80,9828,1Fam,8,1995,1995,PConc,1128,GasA,Ex,Y,1142,878,2020,2,1,3,1,Gd,8,1,TA,1995,2,466,TA,NA,6,2009,239500
1135,57,8773,1Fam,6,1997,1997,PConc,916,GasA,Gd,Y,916,684,1600,2,1,3,1,TA,7,1,TA,1997,2,460,TA,NA,8,2007,169000
1136,60,6180,1Fam,6,1926,1950,BrkTil,960,GasA,TA,N,986,0,986,1,0,2,1,TA,5,1,Gd,1926,1,180,TA,NA,5,2007,102000
1137,80,9600,1Fam,6,1950,1950,CBlock,1032,GasA,TA,Y,1032,220,1252,1,0,3,1,TA,6,0,NA,1950,1,288,TA,NA,4,2008,119000
1138,54,6342,1Fam,5,1875,1996,CBlock,780,GasA,Gd,N,780,240,1020,1,0,2,1,TA,6,0,NA,NA,0,0,NA,NA,5,2010,94000
1139,NA,9819,1Fam,6,1977,1977,PConc,1567,GasA,TA,Y,1567,0,1567,2,0,2,1,Gd,5,2,TA,1977,2,714,TA,NA,5,2009,196000
1140,98,8731,1Fam,5,1920,1950,BrkTil,915,GasA,TA,Y,1167,0,1167,1,0,3,1,TA,6,1,Gd,1972,2,495,TA,NA,5,2007,144000
1141,60,7350,1Fam,5,1951,1951,CBlock,952,GasA,TA,Y,952,0,952,1,0,2,1,TA,4,0,NA,1988,2,840,TA,NA,6,2008,139000
1142,NA,10304,1Fam,5,1976,1976,CBlock,780,GasA,Ex,Y,1088,780,1868,2,1,4,1,Gd,9,1,TA,1976,2,484,TA,NA,10,2009,197500
1143,77,9965,1Fam,8,2006,2007,PConc,1466,GasA,Ex,Y,1466,1362,2828,3,0,4,1,Gd,11,1,TA,2006,3,1052,TA,NA,4,2007,424870
1144,NA,9000,1Fam,5,1959,1959,CBlock,1006,GasA,TA,Y,1006,0,1006,1,0,3,1,TA,5,0,NA,NA,0,0,NA,NA,7,2008,80000
1145,60,12180,2fmCon,4,1941,1950,BrkTil,672,Grav,Fa,N,672,252,924,1,0,2,1,Fa,5,0,NA,1941,1,280,TA,NA,7,2010,80000
1146,52,6240,1Fam,5,1928,1950,BrkTil,1042,GasA,Ex,Y,1042,534,1576,1,0,3,1,TA,8,1,Gd,1928,1,225,TA,NA,8,2006,149000
1147,NA,11200,1Fam,6,1985,1985,CBlock,1298,GasA,TA,Y,1298,0,1298,2,0,3,1,Gd,5,1,TA,1985,2,403,TA,NA,5,2006,180000
1148,75,12000,1Fam,7,1941,1950,CBlock,704,GasA,Ex,Y,860,704,1564,1,1,3,1,Fa,7,1,Gd,1941,1,234,TA,NA,7,2009,174500
1149,NA,5700,1Fam,7,1926,1950,PConc,572,GasA,TA,Y,572,539,1111,1,0,2,1,TA,5,1,Gd,1982,1,288,TA,NA,8,2008,116900
1150,50,9000,1Fam,7,1920,1988,PConc,650,GasA,Ex,Y,832,650,1482,1,0,3,1,TA,7,0,NA,1930,2,324,TA,NA,7,2009,143000
1151,57,8280,1Fam,6,1950,1950,CBlock,932,GasA,Ex,Y,932,0,932,1,0,2,1,Gd,4,1,Gd,1950,1,306,TA,NA,11,2007,124000
1152,134,17755,1Fam,5,1959,1959,CBlock,1466,GasA,TA,Y,1466,0,1466,1,1,3,1,Fa,6,2,Gd,1959,2,528,TA,NA,11,2006,149900
1153,90,14115,1Fam,6,1956,2004,PConc,1073,GasA,Ex,Y,1811,0,1811,1,0,2,1,Ex,6,1,Gd,1956,2,470,TA,NA,7,2006,230000
1154,NA,5890,1Fam,6,1930,2007,BrkTil,816,GasA,Ex,Y,816,0,816,1,0,2,1,TA,5,0,NA,2002,1,432,TA,NA,6,2008,120500
1155,NA,13700,1Fam,7,1965,1988,CBlock,864,GasA,TA,Y,902,918,1820,1,2,4,1,Gd,8,2,Gd,1965,2,492,TA,NA,5,2008,201800
1156,90,10768,1Fam,5,1976,2004,CBlock,1437,GasA,TA,Y,1437,0,1437,2,0,3,1,Gd,6,1,Fa,1976,2,528,TA,NA,7,2007,218000
1157,85,9350,1Fam,5,1965,1999,PConc,1219,GasA,Gd,Y,1265,0,1265,2,0,3,1,Gd,6,1,Gd,1965,2,502,TA,NA,10,2008,179900
1158,34,5001,Twnhs,7,2007,2008,PConc,1314,GasA,Ex,Y,1314,0,1314,2,0,2,1,Gd,6,1,Gd,2008,2,626,TA,NA,7,2009,230000
1159,92,11932,1Fam,8,2007,2008,PConc,1580,GasA,Ex,Y,1580,0,1580,2,0,3,1,Gd,7,0,NA,2008,3,830,TA,NA,6,2008,235128
1160,76,9120,1Fam,6,1974,1974,CBlock,901,GasA,TA,Y,943,933,1876,2,1,4,1,Gd,8,1,TA,1974,2,540,Gd,NA,7,2008,185000
1161,24,2280,Twnhs,6,1978,1978,CBlock,855,GasA,Fa,Y,855,601,1456,2,1,3,1,TA,7,1,TA,1978,2,440,TA,NA,7,2010,146000
1162,NA,14778,1Fam,6,1954,2006,CBlock,1296,GasA,Ex,Y,1640,0,1640,1,0,3,1,Gd,7,1,Gd,1993,2,924,TA,NA,11,2008,224000
1163,109,8724,1Fam,5,1968,1968,CBlock,894,GasA,Gd,Y,894,0,894,1,0,3,1,TA,5,1,Po,1968,2,450,TA,NA,5,2007,129000
1164,60,12900,Duplex,4,1969,1969,CBlock,1198,GasA,TA,Y,1258,0,1258,0,2,0,2,TA,6,0,NA,1969,2,400,Fa,NA,1,2008,108959
1165,NA,16157,1Fam,5,1978,1978,PConc,1360,GasA,Ex,Y,1432,0,1432,1,1,2,1,Gd,5,1,TA,1978,2,588,TA,NA,6,2007,194000
1166,79,9541,1Fam,7,2009,2009,PConc,1502,GasA,Ex,Y,1502,0,1502,2,0,3,1,Gd,7,0,NA,2009,2,644,TA,NA,9,2009,233170
1167,64,10475,1Fam,8,2008,2008,PConc,1694,GasA,Ex,Y,1694,0,1694,2,0,3,1,Gd,7,0,NA,2008,3,776,TA,NA,2,2010,245350
1168,58,10852,1Fam,6,2000,2000,PConc,959,GasA,Ex,Y,959,712,1671,2,1,3,1,TA,7,1,TA,2000,2,472,TA,NA,2,2006,173000
1169,120,13728,1Fam,6,1935,1986,CBlock,1127,GasA,Ex,Y,1236,872,2108,2,0,4,1,Gd,7,2,TA,1935,2,540,TA,NA,7,2008,235000
1170,118,35760,1Fam,10,1995,1996,PConc,1930,GasA,Ex,Y,1831,1796,3627,3,1,4,1,Gd,10,1,TA,1995,3,807,TA,NA,7,2006,625000
1171,76,9880,1Fam,6,1977,1977,CBlock,1096,GasA,TA,Y,1118,0,1118,1,0,3,1,TA,6,1,Po,1977,1,358,TA,NA,7,2008,171000
1172,76,9120,1Fam,6,1958,1958,CBlock,1261,GasA,Ex,Y,1261,0,1261,1,0,3,1,TA,6,1,TA,1958,2,433,TA,Shed,11,2008,163000
1173,35,4017,TwnhsE,7,2006,2007,PConc,625,GasA,Ex,Y,625,625,1250,2,1,2,1,Gd,5,0,NA,2006,2,625,TA,NA,3,2008,171900
1174,138,18030,1Fam,5,1946,1994,CBlock,1598,GasA,TA,Y,1636,971,3086,3,0,3,1,Ex,12,1,Gd,NA,0,0,NA,NA,3,2007,200500
1175,80,16560,1Fam,6,1932,1950,BrkTil,952,GasA,TA,Y,1170,1175,2345,2,1,4,1,TA,9,1,Gd,1932,2,360,TA,NA,7,2006,239000
1176,85,10678,1Fam,8,1992,2000,PConc,1683,GasA,Ex,Y,2129,743,2872,2,1,4,1,Gd,9,1,TA,1992,2,541,TA,NA,4,2007,285000
1177,37,6951,1Fam,5,1984,1985,CBlock,876,GasA,TA,Y,923,0,923,1,0,3,1,TA,5,0,NA,1984,1,264,TA,NA,10,2008,119500
1178,NA,3950,1Fam,6,1926,2004,CBlock,818,GasA,TA,Y,818,406,1224,1,0,3,1,TA,5,0,NA,1926,1,210,TA,NA,12,2009,115000
1179,54,7681,1Fam,5,1921,1950,BrkTil,731,GasA,Ex,Y,820,523,1343,1,1,3,1,TA,7,1,Gd,1921,1,186,Fa,NA,7,2009,154900
1180,77,8335,1Fam,5,1954,1954,Slab,0,GasA,Gd,Y,1124,0,1124,1,0,3,1,TA,5,1,Gd,NA,0,0,NA,NA,4,2006,93000
1181,NA,11170,1Fam,7,1990,1991,Wood,1216,GasA,Ex,Y,1298,1216,2514,2,1,4,1,TA,8,0,NA,1990,2,693,TA,NA,4,2006,250000
1182,64,5587,TwnhsE,8,2008,2008,PConc,1600,GasA,Ex,Y,1652,0,1652,2,0,2,1,Gd,5,1,Gd,2008,2,482,TA,NA,11,2008,392500
1183,160,15623,1Fam,10,1996,1996,PConc,2396,GasA,Ex,Y,2411,2065,4476,3,1,4,1,Ex,10,2,TA,1996,3,813,TA,NA,7,2007,745000
1184,60,10800,1Fam,5,1920,1950,BrkTil,1120,GasA,Ex,Y,1130,0,1130,1,0,2,1,TA,5,1,Gd,1970,2,720,TA,NA,6,2006,120000
1185,50,35133,1Fam,5,1963,1963,CBlock,1572,GasA,Gd,Y,1572,0,1572,1,1,3,1,TA,5,2,TA,1963,3,995,TA,NA,5,2007,186700
1186,60,9738,1Fam,5,1924,1950,BrkTil,784,GasA,Gd,Y,949,272,1221,1,0,4,1,TA,7,0,NA,1965,1,392,TA,NA,3,2006,104900
1187,107,10615,2fmCon,3,1900,1970,CBlock,978,GasA,TA,Y,1014,685,1699,2,0,3,2,TA,7,0,NA,1920,2,420,Fa,NA,8,2009,95000
1188,89,12461,1Fam,8,1994,1995,PConc,1624,GasA,Ex,Y,1624,0,1624,2,0,2,1,Gd,5,1,Fa,1994,3,757,TA,NA,7,2006,262000
1189,68,8935,1Fam,7,2002,2002,PConc,831,GasA,Ex,Y,831,829,1660,2,1,3,1,Gd,7,0,NA,2002,2,493,TA,NA,7,2009,195000
1190,60,7500,1Fam,7,1999,1999,PConc,994,GasA,Gd,Y,1028,776,1804,2,1,3,1,Gd,7,1,TA,1999,2,442,TA,NA,6,2010,189000
1191,NA,32463,2fmCon,4,1961,1975,CBlock,1249,GasA,Ex,Y,1622,0,1622,1,0,3,1,TA,7,1,TA,1975,4,1356,TA,NA,3,2007,168000
1192,24,2645,Twnhs,8,1999,2000,PConc,776,GasA,Ex,Y,764,677,1441,2,1,2,1,Gd,5,0,NA,1999,2,492,TA,NA,11,2007,174000
1193,60,9600,1Fam,5,1925,1994,PConc,702,GasA,Gd,Y,842,630,1472,1,0,3,1,Gd,6,0,NA,1925,1,250,TA,NA,7,2007,125000
1194,NA,4500,TwnhsE,6,1999,1999,PConc,1224,GasA,Ex,Y,1224,0,1224,2,0,2,1,TA,5,0,NA,1999,2,402,TA,NA,6,2009,165000
1195,80,9364,1Fam,6,1969,1969,CBlock,663,GasA,TA,Y,663,689,1352,1,1,4,1,TA,7,0,NA,1969,1,299,TA,NA,3,2010,158000
1196,51,8029,1Fam,6,2005,2005,PConc,728,GasA,Ex,Y,728,728,1456,2,1,3,1,Gd,8,0,NA,2005,2,400,TA,NA,7,2008,176000
1197,58,14054,1Fam,7,2006,2006,PConc,879,GasA,Ex,Y,879,984,1863,2,1,4,1,Gd,9,1,Gd,2006,3,660,TA,NA,11,2006,219210
1198,65,8850,1Fam,7,1916,1950,BrkTil,815,GasA,Ex,Y,815,875,1690,1,0,3,1,TA,7,1,Gd,1916,1,225,TA,NA,7,2006,144000
1199,70,9100,1Fam,7,2001,2001,PConc,1212,GasA,Ex,Y,1212,0,1212,2,0,3,1,Gd,6,0,NA,2001,2,573,TA,NA,6,2009,178000
1200,75,11235,1Fam,4,1963,1979,CBlock,1051,GasA,Gd,Y,1382,0,1382,1,1,3,1,TA,6,1,Po,1974,2,459,TA,NA,10,2006,148000
1201,71,9353,1Fam,4,1970,1970,CBlock,864,GasA,Gd,Y,864,0,864,1,0,3,1,TA,5,0,NA,1972,1,280,TA,Shed,7,2006,116050
1202,80,10400,1Fam,7,1998,1998,PConc,866,GasA,Ex,Y,866,913,1779,2,1,3,1,Gd,6,0,NA,1998,2,546,TA,NA,3,2009,197900
1203,50,6000,1Fam,5,1925,1997,BrkTil,884,GasA,Ex,Y,884,464,1348,1,0,3,1,TA,5,1,Fa,1960,1,216,TA,NA,5,2009,117000
1204,75,9750,1Fam,7,2000,2001,PConc,1630,GasA,Ex,Y,1630,0,1630,2,0,3,1,Gd,6,1,TA,2000,2,451,TA,NA,10,2009,213000
1205,78,10140,1Fam,5,1975,1975,CBlock,1056,GasA,Ex,Y,1074,0,1074,1,1,3,1,TA,6,0,NA,1975,2,495,TA,NA,7,2006,153500
1206,90,14684,1Fam,7,1990,1991,CBlock,2158,GasA,Gd,Y,2196,0,2196,2,0,3,1,Gd,7,1,TA,1990,3,701,TA,NA,6,2009,271900
1207,NA,8900,1Fam,4,1966,1966,CBlock,1056,GasA,TA,Y,1056,0,1056,1,0,2,1,TA,5,0,NA,1966,1,384,TA,NA,11,2006,107000
1208,70,9135,1Fam,6,2003,2003,PConc,1682,GasA,Ex,Y,1700,0,1700,2,0,3,1,Gd,7,0,NA,2003,2,544,TA,NA,5,2006,200000
1209,70,7763,1Fam,5,1962,1980,CBlock,931,GasA,TA,Y,1283,0,1283,1,0,3,1,TA,6,0,NA,1980,2,506,TA,NA,10,2008,140000
1210,85,10182,1Fam,8,2006,2006,PConc,1660,GasA,Ex,Y,1660,0,1660,2,0,3,1,Gd,8,1,Gd,2006,2,500,TA,NA,5,2006,290000
1211,70,11218,1Fam,6,1992,1992,PConc,1055,GasA,Ex,Y,1055,790,1845,2,1,3,1,Gd,8,1,TA,1992,2,462,TA,Shed,5,2010,189000
1212,152,12134,1Fam,8,1988,2005,Wood,559,GasA,Gd,Y,1080,672,1752,2,0,4,1,TA,8,0,NA,1988,2,492,TA,NA,6,2010,164000
1213,50,9340,1Fam,4,1941,1950,CBlock,672,GasA,TA,Y,672,0,672,1,0,2,1,TA,4,0,NA,1941,1,234,TA,NA,8,2009,113000
1214,NA,10246,1Fam,4,1965,2001,CBlock,648,GasA,Ex,Y,960,0,960,0,0,0,1,TA,3,0,NA,1965,1,364,TA,NA,5,2006,145000
1215,69,10205,1Fam,5,1962,1962,CBlock,925,GasA,TA,Y,999,0,999,1,0,3,1,TA,6,0,NA,1962,1,300,TA,NA,5,2006,134500
1216,99,7094,1Fam,5,1966,1966,CBlock,894,GasA,TA,Y,894,0,894,1,0,3,1,TA,5,0,NA,1966,1,384,TA,NA,5,2007,125000
1217,68,8930,Duplex,6,1978,1978,Slab,0,GasA,TA,Y,1318,584,1902,2,0,4,2,TA,8,0,NA,1978,2,539,TA,NA,4,2010,112000
1218,72,8640,1Fam,8,2009,2009,PConc,1300,GasA,Ex,Y,1314,0,1314,2,0,3,1,Gd,6,0,NA,2009,2,552,TA,NA,9,2009,229456
1219,52,6240,1Fam,4,1947,1950,Slab,0,GasA,Gd,N,672,240,912,1,0,2,1,TA,3,0,NA,NA,0,0,NA,NA,7,2006,80500
1220,21,1680,Twnhs,6,1971,1971,CBlock,672,GasA,TA,Y,672,546,1218,1,1,3,1,TA,7,0,NA,NA,0,0,NA,NA,4,2006,91500
1221,66,7800,1Fam,5,1964,1964,CBlock,912,GasA,TA,Y,912,0,912,1,0,2,1,TA,5,0,NA,1964,1,288,TA,NA,11,2006,115000
1222,55,8250,1Fam,5,1968,1968,CBlock,952,GasA,Ex,Y,1211,0,1211,1,0,3,1,TA,5,1,TA,1968,1,322,TA,NA,8,2008,134000
1223,78,10496,1Fam,6,1949,1950,CBlock,1040,GasA,Ex,Y,1168,678,1846,2,0,3,1,TA,7,1,Gd,1949,1,315,TA,NA,1,2007,143000
1224,89,10680,1Fam,5,1951,1951,CBlock,2136,GasA,TA,N,2136,0,2136,2,0,4,1,TA,7,0,NA,1951,2,528,TA,NA,10,2006,137900
1225,60,15384,1Fam,7,2004,2005,PConc,788,GasA,Ex,Y,788,702,1490,2,1,3,1,Gd,8,1,Gd,2004,2,388,TA,NA,2,2008,184000
1226,65,10482,1Fam,6,1958,1958,CBlock,588,GasA,Ex,Y,1138,0,1138,1,0,3,1,TA,6,0,NA,1958,1,264,TA,NA,6,2007,145000
1227,86,14598,1Fam,6,2007,2007,PConc,894,GasA,Ex,Y,894,1039,1933,2,1,4,1,Gd,9,1,Gd,2007,3,668,TA,NA,1,2008,214000
1228,72,8872,1Fam,5,1965,2008,CBlock,912,GasA,Ex,Y,912,0,912,1,0,2,1,Gd,5,0,NA,1992,2,576,TA,NA,12,2008,147000
1229,65,8769,TwnhsE,9,2008,2008,PConc,1702,GasA,Ex,Y,1702,0,1702,1,1,1,1,Ex,7,1,Gd,2008,3,1052,TA,NA,10,2008,367294
1230,70,7910,1Fam,5,1960,1960,CBlock,1075,GasA,Gd,Y,1507,0,1507,2,0,4,1,TA,7,0,NA,1960,1,404,TA,NA,8,2008,127000
1231,NA,18890,Duplex,5,1977,1977,CBlock,1361,GasA,Ex,Y,1361,1259,2620,2,2,4,2,TA,12,1,TA,1977,2,600,TA,Gar2,8,2007,190000
1232,70,7728,Duplex,5,1962,1962,CBlock,1106,GasA,TA,Y,1190,0,1190,1,0,3,1,TA,6,0,NA,1962,2,540,TA,NA,5,2006,132500
1233,70,9842,Duplex,4,1962,1962,Slab,0,GasA,TA,Y,1224,0,1224,2,0,2,2,TA,6,0,NA,1962,2,462,TA,NA,3,2007,101800
1234,NA,12160,1Fam,5,1959,1959,CBlock,1188,GasA,Fa,Y,1188,0,1188,1,0,3,1,TA,6,0,NA,1959,2,531,TA,NA,5,2010,142000
1235,55,8525,1Fam,5,1911,1950,PConc,940,GasA,TA,N,1024,940,1964,1,1,4,1,TA,7,0,NA,NA,0,0,NA,NA,11,2008,130000
1236,96,13132,1Fam,5,1914,1950,BrkTil,747,GasA,Gd,Y,892,892,1784,1,1,4,1,TA,9,0,NA,1914,1,180,Fa,NA,7,2006,138887
1237,36,2628,Twnhs,7,2003,2003,PConc,764,GasA,Ex,Y,764,862,1626,2,1,2,1,Gd,6,0,NA,2003,2,474,TA,NA,6,2010,175500
1238,41,12393,1Fam,7,2004,2005,PConc,847,GasA,Ex,Y,847,1101,1948,2,1,4,1,Gd,8,1,Gd,2004,2,434,TA,NA,9,2006,195000
1239,63,13072,1Fam,6,2005,2005,PConc,1141,GasA,Ex,Y,1141,0,1141,1,1,3,1,TA,6,0,NA,2005,2,484,TA,NA,3,2006,142500
1240,64,9037,1Fam,8,2006,2006,PConc,1476,GasA,Ex,Y,1484,0,1484,2,0,2,1,Ex,6,1,Gd,2006,2,472,TA,NA,12,2007,265900
1241,65,8158,1Fam,7,2003,2003,PConc,884,GasA,Ex,Y,884,884,1768,2,1,3,1,Gd,8,0,NA,2003,2,543,TA,NA,7,2008,224900
1242,83,9849,1Fam,7,2007,2007,PConc,1689,GasA,Ex,Y,1689,0,1689,2,0,3,1,Gd,7,0,NA,2007,3,954,TA,NA,6,2007,248328
1243,85,10625,1Fam,7,1974,1974,CBlock,1053,GasA,TA,Y,1173,0,1173,2,0,3,1,Gd,6,2,TA,1974,2,528,TA,NA,1,2010,170000
1244,107,13891,1Fam,10,2006,2006,PConc,2076,GasA,Ex,Y,2076,0,2076,2,1,2,1,Ex,7,1,Gd,2006,3,850,TA,NA,9,2006,465000
1245,NA,11435,1Fam,8,1929,1950,PConc,792,GasA,Fa,Y,792,725,1517,1,0,3,1,Gd,7,2,Gd,1931,2,400,TA,NA,6,2006,230000
1246,78,12090,1Fam,6,1984,2003,CBlock,585,GasA,Ex,Y,1140,728,1868,3,1,3,1,TA,7,1,TA,1984,2,477,TA,NA,1,2007,178000
1247,65,8125,1Fam,7,2005,2006,PConc,756,GasA,Ex,Y,756,797,1553,2,1,3,1,Gd,6,0,NA,2005,2,615,TA,NA,3,2006,186500
1248,NA,12328,1Fam,6,1976,1976,CBlock,1012,GasA,TA,Y,1034,0,1034,1,0,3,1,TA,6,0,NA,1976,3,888,TA,NA,5,2010,169900
1249,60,9600,1Fam,6,1917,1950,BrkTil,735,OthW,Fa,N,1134,924,2058,1,1,3,1,TA,8,1,Gd,1950,2,396,Fa,NA,4,2008,129500
1250,60,7200,1Fam,5,1950,1950,CBlock,876,GasA,TA,Y,988,0,988,1,0,3,1,TA,6,0,NA,1950,1,276,TA,NA,5,2007,119000
1251,93,11160,1Fam,7,1968,1968,CBlock,2110,GasA,Ex,Y,2110,0,2110,2,1,3,1,Ex,8,2,TA,1968,2,522,TA,NA,4,2010,244000
1252,NA,3136,TwnhsE,7,2003,2003,PConc,1405,GasA,Ex,Y,1405,0,1405,2,0,2,1,Gd,6,1,Gd,2003,2,478,TA,NA,3,2006,171750
1253,62,9858,1Fam,5,1968,1968,CBlock,864,GasA,TA,Y,874,0,874,1,0,3,1,TA,5,0,NA,1968,1,288,TA,Shed,11,2009,130000
1254,NA,17542,1Fam,7,1974,2003,CBlock,1192,GasA,TA,Y,1516,651,2167,2,1,3,1,Gd,9,2,Gd,1974,2,518,TA,NA,7,2007,294000
1255,60,6931,1Fam,7,2003,2004,PConc,746,GasA,Ex,Y,760,896,1656,2,1,3,1,Gd,7,1,Gd,2003,2,397,TA,NA,7,2008,165400
1256,52,6240,1Fam,6,1931,1950,BrkTil,884,GasA,TA,Y,959,408,1367,1,0,3,1,TA,6,1,Gd,1978,1,560,TA,NA,11,2007,127500
1257,91,14303,1Fam,8,1994,1994,PConc,1986,GasA,Ex,Y,1987,0,1987,2,0,2,1,Gd,7,1,TA,1994,2,691,TA,NA,8,2008,301500
1258,56,4060,1Fam,5,1922,1950,PConc,864,GasA,Ex,Y,864,0,864,1,0,2,1,TA,4,0,NA,NA,0,0,NA,NA,7,2009,99900
1259,59,9587,1Fam,7,2005,2005,PConc,856,GasA,Ex,Y,1166,0,1166,2,0,2,1,Gd,5,0,NA,2005,2,400,TA,NA,7,2008,190000
1260,65,9750,1Fam,6,1969,1969,CBlock,1054,GasA,Gd,Y,1054,0,1054,1,1,3,1,TA,6,0,NA,1969,2,460,TA,NA,7,2008,151000
1261,NA,24682,1Fam,6,1999,1999,PConc,841,GasA,Ex,Y,892,783,1675,2,1,3,1,TA,7,1,TA,1999,2,502,TA,NA,6,2009,181000
1262,80,9600,1Fam,5,1956,1956,CBlock,1050,GasA,Gd,Y,1050,0,1050,1,0,2,1,TA,5,0,NA,1956,1,338,TA,NA,6,2009,128900
1263,NA,11250,1Fam,4,1957,1989,CBlock,1104,GasA,Ex,Y,1104,684,1788,1,0,5,1,TA,8,2,TA,1957,1,304,TA,NA,11,2009,161500
1264,60,13515,1Fam,6,1919,1950,PConc,764,GasA,Ex,Y,1060,764,1824,1,0,3,1,TA,8,1,Gd,1940,2,520,TA,NA,7,2007,180500
1265,34,4060,TwnhsE,6,1998,1999,PConc,1405,GasA,Ex,Y,1337,0,1337,2,0,2,1,Gd,5,0,NA,1998,2,511,TA,NA,8,2008,181000
1266,35,3735,TwnhsE,7,1999,1999,PConc,691,GasA,Ex,Y,713,739,1452,2,1,3,1,Gd,6,0,NA,1999,2,506,TA,NA,3,2006,183900
1267,60,10120,2fmCon,7,1910,1950,CBlock,925,GasA,TA,N,964,925,1889,1,1,4,2,TA,9,1,Gd,1960,1,308,TA,NA,1,2007,122000
1268,89,13214,1Fam,9,2008,2009,PConc,2002,GasA,Ex,Y,2018,0,2018,2,0,3,1,Ex,10,1,Gd,2009,3,746,TA,NA,5,2010,378500
1269,NA,14100,1Fam,8,1935,1997,CBlock,728,GasA,Ex,Y,1968,1479,3447,3,1,4,1,Gd,11,2,Gd,1982,3,1014,TA,NA,5,2008,381000
1270,78,11344,1Fam,5,1958,1958,CBlock,874,GasW,TA,Y,874,650,1524,1,1,3,1,TA,7,0,NA,1958,1,315,TA,NA,7,2007,144000
1271,NA,23595,1Fam,7,1979,1979,PConc,1332,GasA,TA,Y,1332,192,1524,0,1,0,1,Gd,4,1,TA,1979,2,586,TA,NA,4,2010,260000
1272,NA,9156,1Fam,6,1968,1968,CBlock,1489,GasA,Gd,Y,1489,0,1489,2,0,3,1,Gd,7,1,Gd,1968,2,462,TA,NA,8,2009,185750
1273,NA,13526,1Fam,5,1965,1965,CBlock,935,GasA,TA,Y,935,0,935,1,0,3,1,TA,5,0,NA,1965,1,288,TA,NA,11,2006,137000
1274,124,11512,1Fam,6,1959,2006,CBlock,1019,GasA,Gd,Y,1357,0,1357,1,0,2,1,Ex,5,1,Gd,1959,1,312,TA,NA,5,2008,177000
1275,53,5362,1Fam,5,1910,2003,PConc,661,GasA,Ex,Y,661,589,1250,2,0,3,1,TA,8,1,Gd,1985,2,552,TA,NA,11,2007,139000
1276,95,11345,Duplex,5,1948,1950,CBlock,928,GasA,Gd,Y,928,992,1920,2,0,4,2,TA,10,0,NA,1948,2,400,TA,NA,7,2007,137000
1277,NA,12936,1Fam,6,1972,1972,CBlock,723,GasA,TA,Y,735,660,1395,1,1,3,1,TA,6,1,TA,1972,2,497,TA,NA,12,2009,162000
1278,NA,17871,1Fam,6,1967,1976,CBlock,1680,GasA,Fa,Y,1724,0,1724,1,1,3,1,TA,7,1,Gd,1967,2,480,TA,NA,6,2009,197900
1279,75,9473,1Fam,8,2002,2002,PConc,1128,GasA,Ex,Y,1128,903,2031,2,1,3,1,Gd,7,1,Gd,2002,2,577,TA,NA,3,2008,237000
